
Playing Time	Performance	Expected	Progression	Per 90 Minutes	
Rk	Player	Nation	Pos	Squad	Age	Born	MP	Starts	Min	90s	Gls	Ast	G+A	G-PK	PK	PKatt	CrdY	CrdR	xG	npxG	xAG	npxG+xAG	PrgC	PrgP	PrgR	Gls	Ast	G+A	G-PK	G+A-PK	xG	xAG	xG+xAG	npxG	npxG+xAG	Matches
325	Isaque	br BRA	FW	Fluminense	16	2007	1	0	1	0.0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
326	Zé Ivaldo	br BRA	DF	Cruzeiro	26	1997	29	26	2,361	26.2	1	0	1	1	0	0	9	0	1.2	1.2	0.4	1.6	23	80	7	0.04	0.00	0.04	0.04	0.04	0.05	0.01	0.06	0.05	0.06	Matches
327	Jadsom	br BRA	MF,DF	RB Bragantino	22	2001	30	21	1,663	18.5	0	1	1	0	0	0	10	1	0.2	0.2	0.6	0.8	11	89	16	0.00	0.05	0.05	0.00	0.05	0.01	0.03	0.04	0.01	0.04	Matches
328	Jadson	br BRA	MF	Juventude	30	1993	33	33	2,843	31.6	1	5	6	1	0	0	15	1	1.7	1.7	3.7	5.4	21	182	82	0.03	0.16	0.19	0.03	0.19	0.05	0.12	0.17	0.05	0.17	Matches
329	Jadson	br BRA	FW,MF	Cuiabá	18	2005	7	1	149	1.7	0	0	0	0	0	0	0	0	0.4	0.4	0.0	0.4	4	1	16	0.00	0.00	0.00	0.00	0.00	0.22	0.00	0.22	0.22	0.22	Matches
330	Jair	br BRA	MF	Vasco da Gama	29	1994	7	2	271	3.0	0	0	0	0	0	0	2	0	0.0	0.0	0.0	0.0	3	17	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
331	Janderson	br BRA	FW,MF	Atl Goianiense	24	1999	20	9	962	10.7	3	0	3	3	0	0	4	1	2.5	2.5	1.0	3.5	35	43	116	0.28	0.00	0.28	0.28	0.28	0.23	0.09	0.33	0.23	0.33	Matches
332	Janderson	br BRA	FW,MF	Vitória	24	1999	28	14	1,396	15.5	3	1	4	3	0	0	6	0	2.1	2.1	1.6	3.7	39	23	87	0.19	0.06	0.26	0.19	0.26	0.13	0.10	0.24	0.13	0.24	Matches
333	Jandrei	br BRA	GK	São Paulo	30	1993	13	13	1,170	13.0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
334	Léo Jardim	br BRA	GK	Vasco da Gama	28	1995	38	38	3,420	38.0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
335	Jeffinho	br BRA	FW,MF	Botafogo (RJ)	24	1999	7	5	349	3.9	1	1	2	1	0	0	2	0	1.8	1.8	0.4	2.2	8	10	32	0.26	0.26	0.52	0.26	0.52	0.46	0.11	0.57	0.46	0.57	Matches
336	Jemerson	br BRA	DF	Atlético Mineiro	31	1992	3	3	203	2.3	0	0	0	0	0	0	2	0	0.0	0.0	0.0	0.0	0	7	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
337	Jemerson	br BRA	DF	Grêmio	31	1992	13	13	1,143	12.7	1	0	1	1	0	0	5	0	0.6	0.6	0.0	0.6	2	17	2	0.08	0.00	0.08	0.08	0.08	0.05	0.00	0.05	0.05	0.05	Matches
338	Caíque de Jesus Gonçalves	br BRA	MF	Juventude	28	1995	17	17	1,422	15.8	0	0	0	0	0	0	5	0	0.1	0.1	0.3	0.3	13	59	7	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.02	0.00	0.02	Matches
339	Igor Jesus	br BRA	FW	Botafogo (RJ)	22	2001	22	16	1,454	16.2	5	3	8	5	0	0	2	0	6.8	6.8	2.6	9.4	20	35	134	0.31	0.19	0.50	0.31	0.50	0.42	0.16	0.58	0.42	0.58	Matches
340	Jhosefer	br BRA	FW	Cruzeiro	19	2004	1	0	10	0.1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	1	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
341	John	br BRA	GK	Botafogo (RJ)	27	1996	34	34	3,060	34.0	0	0	0	0	0	0	3	0	0.0	0.0	0.0	0.0	0	2	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
342	Felipe Jonatan	br BRA	DF	Fortaleza	25	1998	22	17	1,510	16.8	0	0	0	0	0	0	0	0	0.7	0.7	0.6	1.2	15	59	52	0.00	0.00	0.00	0.00	0.00	0.04	0.03	0.07	0.04	0.07	Matches
343	Jonathan	br BRA	DF	Cruzeiro	19	2004	5	4	342	3.8	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	5	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
344	Jonathan	br BRA	DF	Criciúma	31	1992	17	8	705	7.8	0	1	1	0	0	0	2	0	0.1	0.1	0.7	0.8	8	40	13	0.00	0.13	0.13	0.00	0.13	0.02	0.09	0.11	0.02	0.11	Matches
345	Kaio Jorge	br BRA	FW	Cruzeiro	22	2002	16	13	1,163	12.9	2	2	4	2	0	1	3	0	5.3	4.5	1.4	5.9	20	18	56	0.15	0.15	0.31	0.15	0.31	0.41	0.11	0.52	0.35	0.46	Matches
346	Jorginho	br BRA	MF,FW	Atl Goianiense	33	1991	3	0	73	0.8	0	1	1	0	0	0	1	0	0.0	0.0	0.1	0.1	2	5	4	0.00	1.23	1.23	0.00	1.23	0.06	0.10	0.16	0.06	0.16	Matches
347	Jhonatan Jowjow	br BRA	MF	Palmeiras	21	2002	3	1	142	1.6	0	1	1	0	0	0	0	0	0.5	0.5	0.1	0.7	4	9	12	0.00	0.63	0.63	0.00	0.63	0.34	0.07	0.41	0.34	0.41	Matches
348	Jhonatan Jowjow	br BRA	MF,FW	RB Bragantino	21	2002	18	16	1,157	12.9	3	3	6	3	0	0	2	0	2.2	2.2	2.6	4.8	46	56	76	0.23	0.23	0.47	0.23	0.47	0.17	0.21	0.37	0.17	0.37	Matches
349	Daniel Jr	br BRA	MF,FW	Vitória	21	2002	5	1	136	1.5	0	0	0	0	0	0	1	0	0.1	0.1	0.5	0.5	3	4	14	0.00	0.00	0.00	0.00	0.00	0.06	0.30	0.36	0.06	0.36	Matches
350	Luciano Juba	br BRA	DF	Bahia	24	1999	37	35	3,114	34.6	3	1	4	3	0	0	2	0	1.2	1.2	4.2	5.5	46	149	107	0.09	0.03	0.12	0.09	0.12	0.04	0.12	0.16	0.04	0.16	Matches
351	Juliano	br BRA	FW	RB Bragantino	15	2008	1	0	24	0.3	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	1	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
352	Julimar	br BRA	FW,MF	Ath Paranaense	23	2001	31	17	1,665	18.5	6	2	8	6	0	0	4	0	5.7	5.7	2.3	8.0	83	43	173	0.32	0.11	0.43	0.32	0.43	0.31	0.13	0.44	0.31	0.44	Matches
353	Kaiki	br BRA	DF	Cruzeiro	20	2003	18	13	1,184	13.2	1	0	1	1	0	0	4	0	0.5	0.5	1.0	1.4	31	32	67	0.08	0.00	0.08	0.08	0.08	0.04	0.07	0.11	0.04	0.11	Matches
354	Lucas Kal	br BRA	MF,DF	Atl Goianiense	27	1996	17	13	1,156	12.8	0	1	1	0	0	0	1	0	0.3	0.3	0.5	0.9	7	64	8	0.00	0.08	0.08	0.00	0.08	0.03	0.04	0.07	0.03	0.07	Matches
355	Walter Kannemann	ar ARG	DF	Grêmio	32	1991	13	13	1,000	11.1	0	2	2	0	0	0	7	1	0.6	0.6	0.8	1.4	2	21	0	0.00	0.18	0.18	0.00	0.18	0.05	0.07	0.13	0.05	0.13	Matches
356	Kanu	br BRA	DF	Bahia	26	1997	30	30	2,700	30.0	0	0	0	0	0	0	12	0	0.3	0.3	0.0	0.3	18	78	1	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.01	0.01	Matches
357	Alan Kardec	br BRA	FW	Atlético Mineiro	35	1989	18	3	410	4.6	0	0	0	0	0	0	0	0	1.0	1.0	0.5	1.5	1	7	13	0.00	0.00	0.00	0.00	0.00	0.23	0.10	0.33	0.23	0.33	Matches
358	Kauan	br BRA	MF	Fortaleza	18	2005	3	0	54	0.6	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	2	5	1	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.03	0.00	0.03	Matches
359	Kauan	br BRA	FW,MF	Cuiabá	18	2006	1	0	7	0.1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	2	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
360	Kauê	br BRA	MF,FW	Botafogo (RJ)	19	2004	8	2	167	1.9	1	0	1	1	0	0	0	0	0.2	0.2	0.0	0.2	4	4	10	0.54	0.00	0.54	0.54	0.54	0.10	0.01	0.11	0.10	0.11	Matches
361	Kayke	br BRA	MF,FW	Corinthians	19	2004	2	0	15	0.2	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	1	2	5	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.12	0.12	0.12	Matches
362	Renato Kayser	br BRA	FW	Criciúma	27	1996	1	1	85	0.9	1	0	1	1	0	0	0	0	0.5	0.5	0.1	0.5	0	4	3	1.06	0.00	1.06	1.06	1.06	0.48	0.07	0.56	0.48	0.56	Matches
363	Renato Kayser	br BRA	FW	Fortaleza	27	1996	28	12	1,112	12.4	5	1	6	4	1	1	2	1	6.2	5.4	1.2	6.6	20	23	40	0.40	0.08	0.49	0.32	0.40	0.50	0.10	0.60	0.44	0.53	Matches
364	Kenji	br BRA	FW,MF	Cruzeiro	18	2006	4	0	47	0.5	0	0	0	0	0	0	0	0	0.0	0.0	0.1	0.1	2	2	8	0.00	0.00	0.00	0.00	0.00	0.00	0.13	0.13	0.00	0.13	Matches
365	John Kennedy	br BRA	FW,MF	Fluminense	21	2002	22	5	674	7.5	0	0	0	0	0	0	1	0	1.3	1.3	0.1	1.4	12	10	71	0.00	0.00	0.00	0.00	0.00	0.18	0.02	0.19	0.18	0.19	Matches
366	Keno	br BRA	FW,MF	Fluminense	34	1989	27	15	1,397	15.5	1	1	2	1	0	0	4	0	2.7	2.7	1.1	3.8	62	41	164	0.06	0.06	0.13	0.06	0.13	0.18	0.07	0.25	0.18	0.25	Matches
367	Kleiton	br BRA	FW	Juventude	24	1999	1	0	29	0.3	0	0	0	0	0	0	0	0	0.5	0.5	0.0	0.5	2	1	0	0.00	0.00	0.00	0.00	0.00	1.57	0.00	1.57	1.57	1.57	Matches
368	Gabriel Knesowitsch	br BRA	DF	Cuiabá	20	2003	5	3	288	3.2	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0	5	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
369	Benjamín Kuscevic	cl CHI	DF	Fortaleza	27	1996	22	21	1,858	20.6	2	0	2	2	0	0	8	1	1.3	1.3	0.4	1.6	4	37	5	0.10	0.00	0.10	0.10	0.10	0.06	0.02	0.08	0.06	0.08	Matches
370	Matías Lacava	ve VEN	FW,MF	Atl Goianiense	21	2002	12	5	478	5.3	0	0	0	0	0	0	2	0	0.9	0.9	0.4	1.3	22	12	45	0.00	0.00	0.00	0.00	0.00	0.16	0.08	0.24	0.16	0.24	Matches
371	Derik Lacerda	br BRA	FW,MF	Cuiabá	24	1999	27	15	1,420	15.8	4	0	4	4	0	0	8	0	3.3	3.3	2.1	5.4	36	24	79	0.25	0.00	0.25	0.25	0.25	0.21	0.13	0.34	0.21	0.34	Matches
372	Ignacio Laquintana	uy URU	FW,MF	RB Bragantino	24	1999	9	3	275	3.1	1	0	1	1	0	0	1	0	0.6	0.6	0.1	0.7	11	7	24	0.33	0.00	0.33	0.33	0.33	0.19	0.02	0.22	0.19	0.22	Matches
373	Lawan	br BRA	FW	Vitória	18	2005	4	0	106	1.2	0	0	0	0	0	0	1	0	0.2	0.2	0.4	0.6	0	1	5	0.00	0.00	0.00	0.00	0.00	0.19	0.30	0.49	0.19	0.49	Matches
374	Lázaro	br BRA	FW,MF	Palmeiras	21	2002	18	8	773	8.6	2	0	2	2	0	0	0	0	2.7	2.7	0.5	3.3	28	41	72	0.23	0.00	0.23	0.23	0.23	0.32	0.06	0.38	0.32	0.38	Matches
375	Leandrinho	br BRA	DF,FW	Vasco da Gama	18	2005	18	5	541	6.0	1	1	2	1	0	0	1	0	0.1	0.1	0.1	0.2	9	16	38	0.17	0.17	0.33	0.17	0.33	0.02	0.02	0.03	0.02	0.03	Matches
376	Mauricio Lemos	uy URU	DF	Atlético Mineiro	28	1995	8	5	382	4.2	0	0	0	0	0	0	3	0	0.1	0.1	0.1	0.2	6	17	5	0.00	0.00	0.00	0.00	0.00	0.02	0.02	0.04	0.02	0.04	Matches
377	Willean Lepo	br BRA	DF	Vitória	27	1997	28	20	1,789	19.9	0	0	0	0	0	0	5	0	0.9	0.9	1.5	2.4	52	78	50	0.00	0.00	0.00	0.00	0.00	0.04	0.08	0.12	0.04	0.12	Matches
378	Jamal Lewis	nir NIR	DF	São Paulo	26	1998	6	3	213	2.4	0	1	1	0	0	0	0	0	0.0	0.0	0.4	0.5	2	8	22	0.00	0.42	0.42	0.00	0.42	0.02	0.19	0.20	0.02	0.20	Matches
379	Lima	br BRA	MF,FW	Fluminense	27	1996	30	20	1,847	20.5	4	1	5	4	0	0	8	1	2.8	2.8	0.8	3.6	31	63	73	0.19	0.05	0.24	0.19	0.24	0.14	0.04	0.17	0.14	0.17	Matches
380	Leonardo Linck	br BRA	GK	Ath Paranaense	22	2001	14	14	1,223	13.6	0	0	0	0	0	0	0	2	0.0	0.0	0.5	0.5	0	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.03	0.00	0.03	Matches
381	Lincoln	br BRA	MF,FW	RB Bragantino	25	1998	28	19	1,552	17.2	3	2	5	2	1	1	4	0	2.5	1.7	3.0	4.7	29	96	88	0.17	0.12	0.29	0.12	0.23	0.14	0.18	0.32	0.10	0.27	Matches
382	Liziero	br BRA	MF,DF	São Paulo	25	1998	9	1	303	3.4	1	0	1	1	0	0	1	0	0.1	0.1	0.0	0.1	4	22	17	0.30	0.00	0.30	0.30	0.30	0.03	0.01	0.04	0.03	0.04	Matches
383	Marcelo Lomba	br BRA	GK	Palmeiras	37	1986	1	1	90	1.0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
384	Santiago Longo	ar ARG	MF	São Paulo	25	1998	3	2	170	1.9	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	4	1	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.01	0.01	Matches
385	Bruno Lopes	br BRA	FW	Vasco da Gama	16	2007	1	0	11	0.1	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0	0	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
386	José López	ar ARG	FW	Palmeiras	23	2000	35	24	2,140	23.8	10	2	12	10	0	0	8	0	9.4	9.4	3.0	12.3	32	41	111	0.42	0.08	0.50	0.42	0.50	0.39	0.13	0.52	0.39	0.52	Matches
387	Lorran	br BRA	MF,FW	Flamengo	17	2006	19	8	706	7.8	1	1	2	1	0	0	0	0	2.0	2.0	0.9	2.9	32	39	61	0.13	0.13	0.25	0.13	0.25	0.25	0.12	0.37	0.25	0.37	Matches
388	Vágner Love	br BRA	FW,MF	Atl Goianiense	39	1984	6	2	176	2.0	1	0	1	1	0	0	1	0	1.5	1.5	0.0	1.5	1	2	7	0.51	0.00	0.51	0.51	0.51	0.77	0.01	0.78	0.77	0.78	Matches
389	Lucão	br BRA	GK	RB Bragantino	22	2001	8	6	631	7.0	0	0	0	0	0	0	1	0	0.0	0.0	0.4	0.4	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.06	0.00	0.06	Matches
390	Ayrton Lucas	br BRA	DF	Flamengo	26	1997	32	29	2,393	26.6	3	3	6	3	0	0	3	0	1.6	1.6	2.1	3.7	60	106	133	0.11	0.11	0.23	0.11	0.23	0.06	0.08	0.14	0.06	0.14	Matches
391	Jean Lucas	br BRA	MF	Bahia	25	1998	36	35	2,901	32.2	3	6	9	3	0	0	7	0	5.4	5.4	2.8	8.2	53	126	149	0.09	0.19	0.28	0.09	0.28	0.17	0.09	0.25	0.17	0.25	Matches
392	João Lucas	br BRA	DF	Juventude	25	1998	30	30	2,569	28.5	1	6	7	1	0	0	8	1	1.0	1.0	4.4	5.4	72	107	140	0.04	0.21	0.25	0.04	0.25	0.04	0.15	0.19	0.04	0.19	Matches
393	Luciano	br BRA	MF,FW	São Paulo	30	1993	31	27	2,302	25.6	11	2	13	10	1	2	13	1	7.1	5.3	2.4	7.7	24	92	126	0.43	0.08	0.51	0.39	0.47	0.28	0.09	0.37	0.21	0.30	Matches
394	Jan Lucumí González	co COL	FW,MF	Fluminense	19	2004	3	0	92	1.0	0	0	0	0	0	0	2	1	0.1	0.1	0.3	0.5	3	1	10	0.00	0.00	0.00	0.00	0.00	0.15	0.34	0.48	0.15	0.48	Matches
395	Luighi	br BRA	MF,FW	Palmeiras	17	2006	3	0	21	0.2	1	0	1	1	0	0	0	0	1.2	1.2	0.0	1.2	1	0	4	4.29	0.00	4.29	4.29	4.29	5.15	0.00	5.15	5.15	5.15	Matches
396	André Luis	br BRA	FW,MF	Cuiabá	26	1997	20	2	499	5.5	0	0	0	0	0	0	3	0	0.5	0.5	0.2	0.7	7	15	47	0.00	0.00	0.00	0.00	0.00	0.09	0.03	0.12	0.09	0.12	Matches
397	Victor Luis	br BRA	DF	Vasco da Gama	30	1993	10	5	442	4.9	1	1	2	1	0	0	3	1	0.4	0.4	0.4	0.7	9	17	22	0.20	0.20	0.41	0.20	0.41	0.07	0.07	0.15	0.07	0.15	Matches
398	David Luiz	br BRA	DF	Flamengo	36	1987	23	21	1,756	19.5	3	0	3	3	0	1	5	0	1.9	1.1	0.4	1.5	32	104	6	0.15	0.00	0.15	0.15	0.15	0.10	0.02	0.12	0.06	0.08	Matches
399	Lyanco	br BRA	DF	Atlético Mineiro	26	1997	13	10	920	10.2	0	0	0	0	0	0	8	1	0.2	0.2	0.2	0.4	9	37	3	0.00	0.00	0.00	0.00	0.00	0.02	0.02	0.04	0.02	0.04	Matches
400	Lyncon	br BRA	DF	Vasco da Gama	18	2005	1	0	45	0.5	1	0	1	1	0	0	0	0	0.2	0.2	0.0	0.2	0	0	0	2.00	0.00	2.00	2.00	2.00	0.34	0.00	0.34	0.34	0.34	Matches
401	Machado	br BRA	MF	Cruzeiro	28	1996	6	2	167	1.9	0	0	0	0	0	0	2	0	0.0	0.0	0.1	0.1	1	7	2	0.00	0.00	0.00	0.00	0.00	0.03	0.03	0.05	0.03	0.05	Matches
402	Machado	br BRA	MF	Vitória	28	1996	18	9	822	9.1	0	0	0	0	0	0	2	0	0.3	0.3	0.5	0.8	3	39	9	0.00	0.00	0.00	0.00	0.00	0.04	0.06	0.09	0.04	0.09	Matches
403	João Machado Cruz	br BRA	MF,FW	Ath Paranaense	17	2006	18	10	838	9.3	1	2	3	1	0	0	2	0	0.7	0.7	1.0	1.8	22	37	61	0.11	0.21	0.32	0.11	0.32	0.08	0.11	0.19	0.08	0.19	Matches
404	Imanol Machuca	ar ARG	FW,MF	Fortaleza	24	2000	15	4	436	4.8	1	1	2	1	0	0	0	0	0.8	0.8	1.0	1.9	25	14	34	0.21	0.21	0.41	0.21	0.41	0.17	0.21	0.39	0.17	0.39	Matches
405	Guilherme Madruga	br BRA	MF,FW	Cuiabá	23	2000	6	0	104	1.2	0	1	1	0	0	0	2	0	0.2	0.2	0.6	0.9	1	8	4	0.00	0.87	0.87	0.00	0.87	0.22	0.55	0.77	0.22	0.77	Matches
406	Mádson	br BRA	DF	Ath Paranaense	32	1992	19	9	975	10.8	0	1	1	0	0	0	3	0	0.7	0.7	1.4	2.1	11	34	55	0.00	0.09	0.09	0.00	0.09	0.06	0.13	0.20	0.06	0.20	Matches
407	Talles Magno	br BRA	FW,MF	Corinthians	21	2002	14	6	487	5.4	2	1	3	2	0	0	2	0	2.5	2.5	0.8	3.3	17	16	38	0.37	0.18	0.55	0.37	0.55	0.47	0.14	0.61	0.47	0.61	Matches
408	Maguinho	br BRA	DF	Atl Goianiense	31	1993	24	19	1,559	17.3	0	1	1	0	0	0	4	1	0.7	0.7	1.2	1.8	29	52	80	0.00	0.06	0.06	0.00	0.06	0.04	0.07	0.11	0.04	0.11	Matches
409	Caio Maia	br BRA	FW	Atlético Mineiro	18	2005	2	0	27	0.3	0	0	0	0	0	0	1	0	0.2	0.2	0.0	0.2	1	0	7	0.00	0.00	0.00	0.00	0.00	0.51	0.00	0.51	0.51	0.51	Matches
410	Pablo Maia	br BRA	MF	São Paulo	22	2002	3	3	259	2.9	0	0	0	0	0	0	0	0	0.2	0.2	0.2	0.3	0	18	3	0.00	0.00	0.00	0.00	0.00	0.05	0.05	0.11	0.05	0.11	Matches
411	Thiago Maia	br BRA	MF	Internacional	26	1997	27	26	1,896	21.1	2	4	6	2	0	0	4	0	2.3	2.3	2.5	4.8	22	104	51	0.09	0.19	0.28	0.09	0.28	0.11	0.12	0.23	0.11	0.23	Matches
412	Walisson Maia	br BRA	DF	Criciúma	32	1991	16	10	955	10.6	0	1	1	0	0	0	4	0	0.3	0.3	0.7	1.0	2	14	2	0.00	0.09	0.09	0.00	0.09	0.03	0.06	0.09	0.03	0.09	Matches
413	Maicon	br BRA	DF	Vasco da Gama	35	1988	30	25	2,351	26.1	1	0	1	1	0	0	5	0	0.7	0.7	0.4	1.1	3	72	2	0.04	0.00	0.04	0.04	0.04	0.03	0.02	0.04	0.03	0.04	Matches
414	Hugo Mallo	es ESP	DF	Internacional	32	1991	6	4	360	4.0	1	0	1	1	0	0	2	0	0.2	0.2	0.0	0.3	4	17	15	0.25	0.00	0.25	0.25	0.25	0.06	0.01	0.07	0.06	0.07	Matches
415	Léo Mana	br BRA	DF	Corinthians	19	2004	5	3	208	2.3	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	1	6	5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
416	Eros Mancuso	ar ARG	DF,FW	Fortaleza	24	1999	12	11	923	10.3	1	2	3	1	0	0	5	1	0.6	0.6	0.7	1.3	13	32	37	0.10	0.20	0.29	0.10	0.29	0.06	0.07	0.12	0.06	0.12	Matches
417	Luis Mandaca	br BRA	MF	Juventude	22	2001	30	10	1,101	12.2	4	2	6	4	0	0	5	0	4.9	4.9	1.6	6.5	24	41	59	0.33	0.16	0.49	0.33	0.49	0.40	0.13	0.53	0.40	0.53	Matches
418	Manoel	br BRA	DF	Fluminense	33	1990	14	12	1,047	11.6	0	0	0	0	0	0	2	0	0.1	0.1	0.1	0.2	0	17	0	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.02	0.01	0.02	Matches
419	Fernando Marçal	br BRA	DF	Botafogo (RJ)	34	1989	16	11	1,014	11.3	1	0	1	1	0	0	5	0	0.3	0.3	0.7	1.0	18	59	54	0.09	0.00	0.09	0.09	0.09	0.02	0.07	0.09	0.02	0.09	Matches
420	Dé Marcão	br BRA	DF	Atl Goianiense	22	2001	1	1	69	0.8	0	0	0	0	0	0	0	0	0.1	0.1	0.0	0.1	0	2	0	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.11	0.11	0.11	Matches
421	Marcelinho	br BRA	FW,MF	Juventude	21	2002	25	9	1,002	11.1	2	3	5	2	0	0	2	1	2.3	2.3	0.5	2.8	19	29	66	0.18	0.27	0.45	0.18	0.45	0.20	0.04	0.24	0.20	0.24	Matches
422	Marcelo	br BRA	DF	Fluminense	35	1988	17	13	1,044	11.6	1	1	2	0	1	1	3	0	1.3	0.5	1.8	2.2	18	82	28	0.09	0.09	0.17	0.00	0.09	0.11	0.15	0.26	0.04	0.19	Matches
423	João Marcelo	br BRA	DF	Cruzeiro	23	2000	31	30	2,692	29.9	0	2	2	0	0	0	7	1	0.8	0.8	0.8	1.7	43	135	9	0.00	0.07	0.07	0.00	0.07	0.03	0.03	0.06	0.03	0.06	Matches
424	Agustín Marchesín	ar ARG	GK	Grêmio	35	1988	28	28	2,475	27.5	0	0	0	0	0	0	4	0	0.0	0.0	0.0	0.0	0	1	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	Matches
425	Zé Marcos	br BRA	DF	Juventude	25	1998	25	22	1,951	21.7	0	0	0	0	0	0	12	2	0.8	0.8	0.1	0.9	5	40	1	0.00	0.00	0.00	0.00	0.00	0.04	0.01	0.04	0.04	0.04	Matches
426	Erick Marcus	br BRA	FW,MF	Vasco da Gama	19	2004	6	0	174	1.9	0	0	0	0	0	0	1	0	0.2	0.2	0.3	0.5	4	9	13	0.00	0.00	0.00	0.00	0.00	0.10	0.16	0.26	0.10	0.26	Matches
427	Mariano	br BRA	DF	Atlético Mineiro	37	1986	11	7	636	7.1	0	0	0	0	0	0	5	1	0.0	0.0	0.6	0.6	6	37	5	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.08	0.00	0.08	Matches
428	Marinho	br BRA	FW	Fortaleza	33	1990	23	16	1,348	15.0	4	3	7	4	0	0	4	1	2.2	2.2	1.8	4.0	55	54	89	0.27	0.20	0.47	0.27	0.47	0.15	0.12	0.27	0.15	0.27	Matches
429	Marlon	br BRA	DF	Cruzeiro	26	1997	28	25	2,179	24.2	0	1	1	0	0	0	3	2	0.6	0.6	2.0	2.6	55	98	115	0.00	0.04	0.04	0.00	0.04	0.02	0.08	0.11	0.02	0.11	Matches
430	Marlon	br BRA	DF	Fluminense	28	1995	4	4	352	3.9	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.1	2	7	0	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.02	0.01	0.02	Matches
431	Marquinhos	br BRA	FW,DF	Fluminense	20	2003	20	15	1,270	14.1	0	1	1	0	0	0	2	0	0.9	0.9	2.3	3.2	57	36	118	0.00	0.07	0.07	0.00	0.07	0.06	0.16	0.23	0.06	0.23	Matches
432	Juan Martín Lucero	ar ARG	FW	Fortaleza	32	1991	32	26	2,246	25.0	8	3	11	6	2	3	8	0	6.3	4.1	2.2	6.3	13	27	93	0.32	0.12	0.44	0.24	0.36	0.25	0.09	0.34	0.16	0.25	Matches
433	Martinelli	br BRA	MF,DF	Fluminense	22	2001	34	34	2,644	29.4	1	1	2	1	0	0	9	0	1.0	1.0	0.9	1.8	29	121	35	0.03	0.03	0.07	0.03	0.07	0.04	0.03	0.07	0.03	0.06	Matches
434	Adriano Martins	br BRA	DF	Atl Goianiense	26	1997	34	34	2,990	33.2	0	0	0	0	0	0	7	0	1.4	1.4	0.1	1.5	24	106	9	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.04	0.04	0.04	Matches
435	Matheus Martins	br BRA	FW,MF	Botafogo (RJ)	20	2003	14	4	456	5.1	2	0	2	2	0	0	0	0	1.6	1.6	1.0	2.6	26	22	49	0.39	0.00	0.39	0.39	0.39	0.31	0.19	0.51	0.31	0.51	Matches
